Cust Name,Cust State,Customer ID,Customer Type,Emp ID,Employee Job Title,Employee Name,Order Date,Order Num,Order Type,Prod Category,Prod Name,Prod Number,Sales Region,Discount,Order Total,Price,Quantity
Wylma Bohlje,Texas,3988,Individual,900010859,Sales Representative,Nick Chen,11/02/2022,1107902,Retail,Mineral water,Mineral Water - Lemon - 32oz - case,MW222,S Central East,0,83.96,20.99,4
Randee McCook,Massachusetts,1139,Individual,900014621,Sales Associate II,Shantel Francis,11/02/2022,1107903,Retail,Supplements,Calcium 400 IU - 200 tablets,SP603,Northeast,0,16.99,16.99,1
Frasquito Honatsch,Connecticut,2846,Individual,900015105,Sales Representative,Sharla Campbell,11/02/2022,1107904,Retail,Supplements,Vitamin B-complex - 100 capsules,SP125,Northeast,0,13.45,13.45,1
Marigold Spencer,Washington,2564,Individual,900011212,Senior Sales Representative,Tricia Adams,11/02/2022,1107905,Retail,Supplements,Magnesium 250 mg - 100 tablets,SP123,Northwest,0,22.35,22.35,1
Angy Twiggs,Washington,3167,Individual,900013610,Sales Associate I,Sue Nguyen,12/02/2022,1107906,Retail,Supplements,Multivitamin - 120 capsules,SP303,Northwest,0,43.2,21.6,2
Sal Tettley,Florida,4023,Individual,900012349,Sales Associate I,Steve Gordon,12/02/2022,1107907,Retail,Supplements,Vitamin D3 1000 IU - 100 capsules,SP204,Southeast,0,6.99,6.99,1
Julietta Milby,Virginia,2015,Individual,900014055,Sales Associate II,Daniel Phillips,12/02/2022,1107908,Retail,Supplements,Vitamin C-1000 mg - 140 tablets,SP126,Central East,0,14.6,14.6,1
Theodore Housecroft,Ohio,3720,Individual,900012506,Sales Associate V,Lisa Sanchez,12/02/2022,1107909,Retail,Fitness,Insulated water bottle - 24oz -Blue,FT139,N Central East,0,19.99,19.99,1
Trip Trowel,Maryland,2211,Individual,900019273,Sales Representative,Michelle Howard,12/02/2022,1107910,Retail,Fitness,Resistance bands - 50 lb,FT258,Central East,0,14.99,14.99,1
Marco Fernley,Alabama,1683,Individual,900016625,Sales Representative,Marshal Alexander,12/02/2022,1107911,Retail,Fitness,Yoga mat - 3mm,FT525,Southeast,0,43.98,21.99,2
Dollie McGroarty,Texas,1865,Individual,900016320,Sales Associate II,Paul Turner,12/02/2022,1107912,Retail,Mineral water,Mineral Water - Mango -  20oz - case,MW182,S Central East,0,29.98,14.99,2
Wallas Ulster,Connecticut,3023,Individual,900014621,Sales Associate II,Shantel Francis,12/02/2022,1107913,Retail,Supplements,Vitamin D3 1000 IU - 100 capsules,SP204,Northeast,0,6.99,6.99,1
Haroun Donaldson,Illinois,3240,Individual,900018684,Sales Associate IV,Vincent Wright,12/02/2022,1107914,Retail,Supplements,Magnesium 250 mg - 160 tablets,SP305,N Central East,0,65.3,32.65,2
Arie Blues,Kentucky,4005,Individual,900018213,Senior Sales Representative,Tony Hendricks,13/02/2022,1107915,Retail,Fitness,Insulated water bottle - 40oz - Grey,FT895,Central East,0,28.79,28.79,1
Wandie Lyness,California,3228,Individual,900017067,Senior Sales Representative,Christy Beedom,13/02/2022,1107916,Retail,Mineral water,Mineral Water - Blueberry -  20oz - case,MW112,Southwest,0,59.96,14.99,4
Dory Drysdale,South Carolina,2943,Individual,900019334,Sales Associate I,Mitch White,13/02/2022,1107917,Retail,Supplements,Vitamin C-1000 mg - 140 tablets,SP126,Southeast,0,29.2,14.6,2
Cristi Dorber,Louisiana,3769,Individual,900010859,Sales Representative,Nick Chen,13/02/2022,1107918,Retail,Supplements,Vitamin B-complex - 200 capsules,SP607,S Central East,0,24.1,24.1,1
Benedetto Disbury,Missouri,1678,Individual,900016320,Sales Associate II,Paul Turner,13/02/2022,1107919,Retail,Fitness,Slam ball - 10 lb,FT577,S Central East,0,46.95,46.95,1
Glynis Laguerre,North Carolina,2408,Individual,900018213,Senior Sales Representative,Tony Hendricks,14/02/2022,1107920,Retail,Mineral water,Mineral Water - Strawberry - 32oz - case,MW262,Central East,0,41.98,20.99,2
Rosemonde Ivic,Arkansas,3582,Individual,900012203,Sales Associate I,Christen Barrett,14/02/2022,1107921,Retail,Supplements,Vitamin B-complex - 160 capsules,SP203,S Central East,0,19.52,19.52,1
Charmaine Bitcheno,Texas,1498,Individual,900012203,Sales Associate I,Christen Barrett,14/02/2022,1107922,Retail,Supplements,Calcium 400 IU - 200 tablets,SP603,S Central East,0,33.98,16.99,2
Stephine Broadstock,California,1606,Individual,900011079,Sales Representative,Marla Phifer,14/02/2022,1107923,Retail,Fitness,Resistance bands - 20 lb,FT544,Southwest,0,11.99,11.99,1
Myrlene Knyvett,Kansas,3519,Individual,900018684,Sales Associate IV,Vincent Wright,14/02/2022,1107924,Retail,Mineral water,Mineral Water - Mango -  20oz - case,MW182,N Central East,0,59.96,14.99,4
Jamesy Dorrian,Colorado,1325,Individual,900012320,Sales Associate,Mary Hamilton,15/02/2022,1107925,Retail,Fitness,Slam ball - 5 lb,FT280,S Central West,0,131.85,43.95,3
Quincy Gors,Delaware,3534,Individual,900010453,Senior Sales Representative,Sean Fetterman,15/02/2022,1107926,Retail,Mineral water,Mineral Water - Cranberry -  20oz - case,MW172,Central East,0,74.95,14.99,5
Lanni D'Ambrogi,Missouri,1809,Individual,900019019,Senior Sales Associate,Tiffany Cooper,15/02/2022,1107927,Retail,Mineral water,Mineral Water - Blueberry - 32oz - case,MW122,S Central East,0,62.97,20.99,3
Jasen Lattka,Michigan,2296,Individual,900012746,Senior Sales Representative,Becky Allen,15/02/2022,1107928,Retail,Mineral water,Mineral Water - Cranberry - 32oz - case,MW272,N Central East,0,62.97,20.99,3
Werner Spark,Virginia,2021,Individual,900012995,Senior Sales Representative,Brenda Johnson,15/02/2022,1107929,Retail,Supplements,Vitamin B-complex - 160 capsules,SP203,Central East,0,19.52,19.52,1
Diahann Hoult,California,2353,Individual,900017067,Senior Sales Representative,Christy Beedom,15/02/2022,1107930,Retail,Supplements,"Vitamin A 10,000 IU - 75 capsules",SP604,Southwest,0,13.7,6.85,2
Betsy Soal,North Carolina,2325,Individual,900014055,Sales Associate II,Daniel Phillips,15/02/2022,1107931,Retail,Supplements,"Vitamin A 10,000 IU - 75 capsules",SP604,Central East,0,6.85,6.85,1
Hermie Totterdill,Texas,2946,Individual,900018712,Sales Associate II,Dru Clingman,15/02/2022,1107932,Retail,Supplements,Calcium 400 IU - 140 tablets,SP201,S Central East,0,12.99,12.99,1
Earvin Askell,Louisiana,1199,Individual,900018712,Sales Associate II,Dru Clingman,15/02/2022,1107933,Retail,Supplements,Flaxseed Oil 1000mg - 90 capsules,SP304,S Central East,0,12.49,12.49,1
Evangeline Bartolozzi,California,1337,Individual,900019856,Sales Associate I,Henry Rodriguez,15/02/2022,1107934,Retail,Supplements,Vitamin C-1000 mg - 80 tablets,SP306,Southwest,0,9.49,9.49,1
Joanie Ponsford,Texas,2555,Individual,900016320,Sales Associate II,Paul Turner,15/02/2022,1107935,Retail,Fitness,Slam ball - 15 lb,FT589,S Central East,0,99.9,49.95,2
Georgine Mander,Idaho,3513,Individual,900016415,Sales Representative,Marsha Green,15/02/2022,1107936,Retail,Fitness,Slam ball - 5 lb,FT280,Northwest,0,43.95,43.95,1
Labadie Group,California,1273,Business,900017067,Senior Sales Representative,Christy Beedom,15/02/2022,1107937,Retail,Supplements,Multivitamin - 180 capsules,SP120,Southwest,0,4647.5,27.5,169
Merl Hasslocher,Florida,3008,Individual,900015003,Sales Associate III,Cynthia Cash,16/02/2022,1107938,Retail,Supplements,Multivitamin - 180 capsules,SP120,Southeast,0,27.5,27.5,1
Far Pow,Mississippi,2253,Individual,900019019,Senior Sales Associate,Tiffany Cooper,16/02/2022,1107939,Retail,Fitness,Slam ball - 5 lb,FT280,S Central East,0,43.95,43.95,1
Jennette Kerridge,Alaska,3961,Individual,900010836,Senior Sales Representative,Constantine Acosta,16/02/2022,1107940,Retail,Mineral water,Mineral Water - Strawberry -  20oz - case,MW162,Northwest,0,44.97,14.99,3
Binky Escale,California,2968,Individual,900019856,Sales Associate I,Henry Rodriguez,16/02/2022,1107941,Retail,Mineral water,Mineral Water - Orange -  20oz - case,MW132,Southwest,0,59.96,14.99,4
Helli Bamlet,Iowa,3857,Individual,900015499,Senior Sales Associate,Lauren Skip,16/02/2022,1107942,Retail,Supplements,Vitamin D3 1000 IU - 100 capsules,SP204,N Central East,0,6.99,6.99,1
Raynor Inc,Alaska,1338,Business,900011212,Senior Sales Representative,Tricia Adams,16/02/2022,1107943,Wholesale,Mineral water,Mineral Water - Lemon -  20oz - case,MW122,Northwest,0.03,2413.36,14.99,161
Hagenes LLC,Wisconsin,2653,Business,900010428,Sales Representative,Cory Hall,17/02/2022,1107944,Wholesale,Supplements,Calcium 400 IU - 200 tablets,SP603,N Central East,0.15,832.36,16.99,49
Thiel LLC,Texas,3427,Business,900010859,Sales Representative,Nick Chen,17/02/2022,1107945,Wholesale,Mineral water,Mineral Water - Natural - 20oz - case,MW102,S Central East,0.15,2870.64,12.99,221
Lynelle Teal,New York,1240,Individual,900016439,Sales Associate IV,Alyssa Jackson,17/02/2022,1107946,Retail,Supplements,Multivitamin - 180 capsules,SP120,Northeast,0,27.5,27.5,1
Deedee Bernardes,Indiana,1259,Individual,900010428,Sales Representative,Cory Hall,17/02/2022,1107947,Retail,Supplements,Magnesium 250 mg - 100 tablets,SP123,N Central East,0,44.7,22.35,2
Loria Breukelman,Indiana,2730,Individual,900012506,Sales Associate V,Lisa Sanchez,17/02/2022,1107948,Retail,Supplements,Flaxseed Oil 1000mg - 90 capsules,SP304,N Central East,0,12.49,12.49,1
Kendra Twallin,Virginia,3607,Individual,900010453,Senior Sales Representative,Sean Fetterman,17/02/2022,1107949,Retail,Fitness,Resistance bands - 20 lb,FT544,Central East,0,23.98,11.99,2
Cozmo Assur,California,2285,Individual,900017067,Senior Sales Representative,Christy Beedom,18/02/2022,1107950,Retail,Supplements,Iron 65 mg - 80 capsules,SP202,Southwest,0,4.75,4.75,1
Windler Group,California,1569,Business,900019907,Sales Associate I,Lorrie Ellison,18/02/2022,1107951,Retail,Mineral water,Mineral Water - Cranberry - 32oz - case,MW272,Southwest,0,2875.63,20.99,137
Orn Inc,Arizona,2205,Business,900015696,Sales Associate I,Greg Wood,18/02/2022,1107952,Wholesale,Mineral water,Mineral Water - Strawberry - 32oz - case,MW262,S Central West,0.04,3715.19,20.99,177
Ben Yitzhok,New York,3011,Individual,900016439,Sales Associate IV,Alyssa Jackson,18/02/2022,1107953,Retail,Fitness,Slam ball - 15 lb,FT589,Northeast,0,99.9,49.95,2
Brandea Adamsson,Kentucky,1590,Individual,900012995,Senior Sales Representative,Brenda Johnson,18/02/2022,1107954,Retail,Mineral water,Mineral Water - Natural - 20oz - case,MW102,Central East,0,51.96,12.99,4
Odele Cianni,Indiana,2748,Individual,900015499,Senior Sales Associate,Lauren Skip,18/02/2022,1107955,Retail,Supplements,Magnesium 250 mg - 100 tablets,SP123,N Central East,0,44.7,22.35,2
Cesaro Niland,Ohio,3759,Individual,900015499,Senior Sales Associate,Lauren Skip,18/02/2022,1107956,Retail,Supplements,Multivitamin - 120 capsules,SP303,N Central East,0,21.6,21.6,1
Helene Speere,Ohio,3236,Individual,900012506,Sales Associate V,Lisa Sanchez,18/02/2022,1107957,Retail,Fitness,Resistance bands - set of 5,FT870,N Central East,0,110,55,2
Irita Foulkes,Iowa,2696,Individual,900012506,Sales Associate V,Lisa Sanchez,18/02/2022,1107958,Retail,Mineral water,Mineral Water - Orange - 32oz - case,MW232,N Central East,0,62.97,20.99,3
Newton Iglesia,Arizona,2046,Individual,900012281,Sales Associate I,Logan Augur,18/02/2022,1107959,Retail,Supplements,Magnesium 250 mg - 160 tablets,SP305,S Central West,0,65.3,32.65,2
Horatio Burd,New York,3422,Individual,900015961,Sales Associate III,Wynona Smith,18/02/2022,1107960,Retail,Supplements,Calcium 400 IU - 140 tablets,SP201,Northeast,0,12.99,12.99,1
Swift Inc,Texas,4083,Business,900019019,Senior Sales Associate,Tiffany Cooper,19/02/2022,1107961,Wholesale,Supplements,Iron 65 mg - 80 capsules,SP202,S Central East,0.15,474.85,4.75,100
Lonni Rapinett,Ohio,1897,Individual,900012746,Senior Sales Representative,Becky Allen,19/02/2022,1107962,Retail,Fitness,Slam ball - 25 lb,FT139,N Central East,0,55.95,55.95,1
Shell Huyghe,Mississippi,3960,Individual,900018712,Sales Associate II,Dru Clingman,19/02/2022,1107963,Retail,Mineral water,Mineral Water - Natural -  32oz - case,MW202,S Central East,0,33.98,16.99,2
Em Heatherington,Nebraska,1591,Individual,900016111,Sales Associate I,Edward Loveless,19/02/2022,1107964,Retail,Supplements,"Vitamin A 10,000 IU - 75 capsules",SP604,N Central West,0,6.85,6.85,1
Hewet Seivwright,Indiana,2873,Individual,900015499,Senior Sales Associate,Lauren Skip,19/02/2022,1107965,Retail,Supplements,Multivitamin - 120 capsules,SP303,N Central East,0,43.2,21.6,2
Phyllis Lafranconi,California,3188,Individual,900011079,Sales Representative,Marla Phifer,19/02/2022,1107966,Retail,Fitness,Kettlebell - 10 lb,FT300,Southwest,0,39.99,39.99,1
Nanette Alaway,Texas,2197,Individual,900010859,Sales Representative,Nick Chen,19/02/2022,1107967,Retail,Mineral water,Mineral Water - Strawberry -  20oz - case,MW162,S Central East,0,29.98,14.99,2
Armin Measen,New Jersey,3958,Individual,900015961,Sales Associate III,Wynona Smith,19/02/2022,1107968,Retail,Mineral water,Mineral Water - Raspberry -  20oz - case,MW152,Northeast,0,44.97,14.99,3
Julietta Milby,Virginia,2015,Individual,900014055,Sales Associate II,Daniel Phillips,20/02/2022,1107969,Retail,Mineral water,Mineral Water - Natural - 20oz - case,MW102,Central East,0,12.99,12.99,1
Herzog Inc,Washington,2700,Business,900011212,Senior Sales Representative,Tricia Adams,20/02/2022,1107970,Wholesale,Mineral water,Mineral Water - Lemon -  20oz - case,MW122,Northwest,0.01,2698.19,14.99,180
Muller Group,New Jersey,2935,Business,900014621,Sales Associate II,Shantel Francis,20/02/2022,1107971,Retail,Mineral water,Mineral Water - Cranberry - 32oz - case,MW272,Northeast,0,2791.67,20.99,133
Brinna Abramovitz,South Dakota,3256,Individual,900016111,Sales Associate I,Edward Loveless,20/02/2022,1107972,Retail,Supplements,Multivitamin - 180 capsules,SP120,N Central West,0,27.5,27.5,1
Nona Clandillon,Nebraska,3656,Individual,900016111,Sales Associate I,Edward Loveless,20/02/2022,1107973,Retail,Supplements,Vitamin B-complex - 200 capsules,SP607,N Central West,0,48.2,24.1,2
Ethel Woolforde,Florida,3964,Individual,900011701,Sales Representative,Susan Dixon,20/02/2022,1107974,Retail,Supplements,Flaxseed Oil 1000mg - 90 capsules,SP304,Southeast,0,24.98,12.49,2
Bonni Hustings,California,1645,Individual,900019856,Sales Associate I,Henry Rodriguez,20/02/2022,1107975,Retail,Supplements,Multivitamin - 180 capsules,SP120,Southwest,0,27.5,27.5,1
Drusy Fison,California,1933,Individual,900019856,Sales Associate I,Henry Rodriguez,20/02/2022,1107976,Retail,Fitness,Insulated water bottle - 40oz - Blue,FT174,Southwest,0,28.79,28.79,1
Spike Wedmore,Florida,2753,Individual,900016625,Sales Representative,Marshal Alexander,20/02/2022,1107977,Retail,Fitness,Resistance bands - 40 lb,FT439,Southeast,0,27.98,13.99,2
Daisi Hothersall,Louisiana,3597,Individual,900016320,Sales Associate II,Paul Turner,20/02/2022,1107978,Retail,Mineral water,Mineral Water - Natural - 20oz - case,MW102,S Central East,0,12.99,12.99,1
Cummerata Group,Florida,1172,Business,900019334,Sales Associate I,Mitch White,20/02/2022,1107979,Wholesale,Supplements,Magnesium 250 mg - 100 tablets,SP123,Southeast,0.13,2078.42,22.35,93
Joseito Scadden,California,1971,Individual,900019907,Sales Associate I,Lorrie Ellison,21/02/2022,1107980,Retail,Supplements,Magnesium 250 mg - 160 tablets,SP305,Southwest,0,32.65,32.65,1
Carroll Group,New York,1462,Business,900014621,Sales Associate II,Shantel Francis,21/02/2022,1107981,Retail,Mineral water,Mineral Water - Natural -  32oz - case,MW202,Northeast,0,1699,16.99,100
Cristabel Staig,New Hampshire,3310,Individual,900016439,Sales Associate IV,Alyssa Jackson,21/02/2022,1107982,Retail,Mineral water,Mineral Water - Natural - 20oz - case,MW102,Northeast,0,64.95,12.99,5
Lemmy Kubatsch,Arkansas,3060,Individual,900012203,Sales Associate I,Christen Barrett,21/02/2022,1107983,Retail,Supplements,Calcium 400 IU - 140 tablets,SP201,S Central East,0,25.98,12.99,2
Panchito Kirrage,California,3064,Individual,900017067,Senior Sales Representative,Christy Beedom,21/02/2022,1107984,Retail,Supplements,Magnesium 250 mg - 160 tablets,SP305,Southwest,0,32.65,32.65,1
Maryellen Pirazzi,West Virginia,1520,Individual,900013649,Senior Sales Representative,John Ashwin,21/02/2022,1107985,Retail,Fitness,Yoga ball - 55cm,FT609,Central East,0,20.79,20.79,1
Fairfax Bendle,Texas,3623,Individual,900016320,Sales Associate II,Paul Turner,21/02/2022,1107986,Retail,Mineral water,Mineral Water - Cranberry - 32oz - case,MW272,S Central East,0,20.99,20.99,1
Esmeralda McRory,Alabama,1972,Individual,900019334,Sales Associate I,Mitch White,22/02/2022,1107987,Retail,Supplements,Vitamin D3 1000 IU - 160 capsules,SP609,Southeast,0,8.99,8.99,1
Romaguera Inc,Michigan,3026,Business,900012283,Sales Associate,Nicole Hansen,22/02/2022,1107988,Retail,Mineral water,Mineral Water - Natural -  32oz - case,MW202,N Central East,0,4264.49,16.99,251
Hammes LLC,Texas,2988,Business,900018483,Senior Sales Associate,Kendra Morales,22/02/2022,1107989,Wholesale,Fitness,Kettlebell - 30 lb,FT350,S Central East,0.14,5039.23,79.99,63
Metz Kitchen Services,Texas,1916,Business,900016320,Sales Associate II,Paul Turner,22/02/2022,1107990,Wholesale,Mineral water,Mineral Water - Peach -32oz - case,MW242,S Central East,0.07,4030.01,20.99,192
Carmine Priestnall,Texas,2678,Individual,900019019,Senior Sales Associate,Tiffany Cooper,22/02/2022,1107991,Retail,Mineral water,Mineral Water - Natural -  32oz - case,MW202,S Central East,0,50.97,16.99,3
Winnie Mizzen,Ohio,2836,Individual,900012746,Senior Sales Representative,Becky Allen,22/02/2022,1107992,Retail,Mineral water,Mineral Water - Blueberry - 32oz - case,MW122,N Central East,0,62.97,20.99,3
Mahmud Mitroshinov,California,1932,Individual,900010898,Sales Associate II,Dana Hart,22/02/2022,1107993,Retail,Supplements,Calcium 400 IU - 200 tablets,SP603,Southwest,0,16.99,16.99,1
Brigham Lampkin,California,3271,Individual,900019856,Sales Associate I,Henry Rodriguez,22/02/2022,1107994,Retail,Supplements,Vitamin B-complex - 100 capsules,SP125,Southwest,0,26.9,13.45,2
Gilles Okeshott,Virginia,1937,Individual,900013649,Senior Sales Representative,John Ashwin,22/02/2022,1107995,Retail,Supplements,Vitamin C-1000 mg - 80 tablets,SP306,Central East,0,18.98,9.49,2
Fonsie Aron,California,1655,Individual,900019907,Sales Associate I,Lorrie Ellison,22/02/2022,1107996,Retail,Supplements,"Vitamin A 10,000 IU - 75 capsules",SP604,Southwest,0,13.7,6.85,2
Lilly Burrill,New York,1048,Individual,900015105,Sales Representative,Sharla Campbell,22/02/2022,1107997,Retail,Supplements,Calcium 400 IU - 200 tablets,SP603,Northeast,0,16.99,16.99,1
Ashley Lawtie,New York,1560,Individual,900015961,Sales Associate III,Wynona Smith,22/02/2022,1107998,Retail,Mineral water,Mineral Water - Blueberry - 32oz - case,MW122,Northeast,0,125.94,20.99,6
Gipsy MacLeod,Texas,2539,Individual,900019019,Senior Sales Associate,Tiffany Cooper,22/02/2022,1107999,Retail,Fitness,Insulated water bottle - 40oz - Green,FT682,S Central East,0,28.79,28.79,1
Jobye Dobbinson,Texas,2261,Individual,900016320,Sales Associate II,Paul Turner,23/02/2022,1108000,Retail,Supplements,Flaxseed Oil 1000mg - 90 capsules,SP304,S Central East,0,12.49,12.49,1
Jorgan Gregh,Florida,2962,Individual,900011701,Sales Representative,Susan Dixon,23/02/2022,1108001,Retail,Supplements,Calcium 400 IU - 140 tablets,SP201,Southeast,0,12.99,12.99,1
Pietro Teasell,California,1639,Individual,900013621,Sales Associate,Hannah Rosenstock,23/02/2022,1108002,Retail,Fitness,Insulated water bottle - 24oz - Grey,FT434,Southwest,0,19.99,19.99,1
Heddi Wissby,Illinois,4056,Individual,900015499,Senior Sales Associate,Lauren Skip,23/02/2022,1108003,Retail,Fitness,Resistance bands - 50 lb,FT258,N Central East,0,14.99,14.99,1
Elisha Harmstone,Texas,1692,Individual,900016320,Sales Associate II,Paul Turner,23/02/2022,1108004,Retail,Fitness,Slam ball - 5 lb,FT280,S Central East,0,43.95,43.95,1
Vivianne Nemchinov,Texas,3552,Individual,900016320,Sales Associate II,Paul Turner,23/02/2022,1108005,Retail,Mineral water,Mineral Water - Natural -  32oz - case,MW202,S Central East,0,16.99,16.99,1
Deonne Di Batista,Washington,2951,Individual,900016415,Sales Representative,Marsha Green,23/02/2022,1108006,Retail,Mineral water,Mineral Water - Lemon - 32oz - case,MW222,Northwest,0,104.95,20.99,5
Garrek Gabbot,California,1567,Individual,900013621,Sales Associate,Hannah Rosenstock,24/02/2022,1108007,Retail,Fitness,Insulated water bottle - 24oz - Grey,FT434,Southwest,0,19.99,19.99,1
Braun LLC,Florida,2031,Business,900016625,Sales Representative,Marshal Alexander,24/02/2022,1108008,Wholesale,Mineral water,Mineral Water - Raspberry - 32oz - case,MW252,Southeast,0.11,2623.64,20.99,125
Chrissie Gothliff,Georgia,1716,Individual,900012349,Sales Associate I,Steve Gordon,24/02/2022,1108009,Retail,Supplements,Magnesium 250 mg - 100 tablets,SP123,Southeast,0,44.7,22.35,2
Izaak Belfelt,Illinois,1489,Individual,900010428,Sales Representative,Cory Hall,24/02/2022,1108010,Retail,Fitness,Battle rope - 1.5 inch,FT422,N Central East,0,90.55,90.55,1
Jarrod Ascrofte,California,1276,Individual,900019907,Sales Associate I,Lorrie Ellison,24/02/2022,1108011,Retail,Fitness,Yoga mat - 6mm,FT853,Southwest,0,29.99,29.99,1
Trevar Arch,Illinois,3166,Individual,900018684,Sales Associate IV,Vincent Wright,24/02/2022,1108012,Retail,Mineral water,Mineral Water - Cranberry -  20oz - case,MW172,N Central East,0,14.99,14.99,1
Lisbeth Staunton,Ohio,1257,Individual,900012506,Sales Associate V,Lisa Sanchez,25/02/2022,1108013,Retail,Supplements,Magnesium 250 mg - 100 tablets,SP123,N Central East,0,44.7,22.35,2
Elvina Nornasell,Virginia,2249,Individual,900014055,Sales Associate II,Daniel Phillips,25/02/2022,1108014,Retail,Mineral water,Mineral Water - Natural -  32oz - case,MW202,Central East,0,67.96,16.99,4
Wynny Dymoke,California,1342,Individual,900019856,Sales Associate I,Henry Rodriguez,25/02/2022,1108015,Retail,Supplements,Calcium 400 IU - 200 tablets,SP603,Southwest,0,16.99,16.99,1
Free Kolodziejski,Illinois,3391,Individual,900012283,Sales Associate,Nicole Hansen,25/02/2022,1108016,Retail,Supplements,Iron 65 mg - 80 capsules,SP202,N Central East,0,4.75,4.75,1
Sean Feifer,Florida,1827,Individual,900016625,Sales Representative,Marshal Alexander,25/02/2022,1108017,Retail,Fitness,Yoga ball - 65cm,FT485,Southeast,0,22.79,22.79,1
Maisey Coultas,Michigan,1844,Individual,900010428,Sales Representative,Cory Hall,25/02/2022,1108018,Retail,Supplements,Calcium 400 IU - 200 tablets,SP603,N Central East,0,33.98,16.99,2
Schamberger Group,Illinois,3399,Business,900012506,Sales Associate V,Lisa Sanchez,26/02/2022,1108019,Wholesale,Mineral water,Mineral Water - Peach -  20oz - case,MW142,N Central East,0.07,1798.73,14.99,120
Walsh Inc,California,1954,Business,900017067,Senior Sales Representative,Christy Beedom,26/02/2022,1108020,Wholesale,Supplements,Multivitamin - 90 capsules,SP601,Southwest,0.04,4646.84,18.44,252
Jobyna Jordan,Florida,3670,Individual,900015003,Sales Associate III,Cynthia Cash,26/02/2022,1108021,Retail,Mineral water,Mineral Water - Natural -  32oz - case,MW202,Southeast,0,50.97,16.99,3
Dennet Burniston,Indiana,1642,Individual,900015499,Senior Sales Associate,Lauren Skip,26/02/2022,1108022,Retail,Supplements,"Vitamin A 10,000 IU - 75 capsules",SP604,N Central East,0,6.85,6.85,1
Darcy Rosewell,Indiana,3174,Individual,900012506,Sales Associate V,Lisa Sanchez,26/02/2022,1108023,Retail,Supplements,Iron 65 mg - 150 capsules,SP602,N Central East,0,6.95,6.95,1
Suki Dixcee,Louisiana,1459,Individual,900010859,Sales Representative,Nick Chen,26/02/2022,1108024,Retail,Fitness,Resistance bands - set of 5,FT870,S Central East,0,55,55,1
Clem Baldin,District of Columbia,3593,Individual,900010453,Senior Sales Representative,Sean Fetterman,26/02/2022,1108025,Retail,Mineral water,Mineral Water - Blueberry -  20oz - case,MW112,Central East,0,29.98,14.99,2
Pearl Lory,Nebraska,4009,Individual,900016111,Sales Associate I,Edward Loveless,27/02/2022,1108026,Retail,Supplements,Vitamin B-complex - 160 capsules,SP203,N Central West,0,19.52,19.52,1
Godiva Jirusek,Indiana,1586,Individual,900012283,Sales Associate,Nicole Hansen,27/02/2022,1108027,Retail,Supplements,Multivitamin - 180 capsules,SP120,N Central East,0,55,27.5,2
Waly Cuthbertson,New York,2419,Individual,900015961,Sales Associate III,Wynona Smith,27/02/2022,1108028,Retail,Fitness,Insulated water bottle - 40oz - Blue,FT174,Northeast,0,28.79,28.79,1
Johann Misken,Pennsylvania,1669,Individual,900016439,Sales Associate IV,Alyssa Jackson,28/02/2022,1108029,Retail,Mineral water,Mineral Water - Raspberry -  20oz - case,MW152,Northeast,0,14.99,14.99,1
Spencer LLC,New Mexico,3006,Business,900016320,Sales Associate II,Paul Turner,28/02/2022,1108030,Wholesale,Mineral water,Mineral Water - Lemon -  20oz - case,MW122,S Central East,0.13,2698.07,14.99,180
Hyman Melling,Illinois,3574,Individual,900012746,Senior Sales Representative,Becky Allen,28/02/2022,1108031,Retail,Mineral water,Mineral Water - Peach -  20oz - case,MW142,N Central East,0,44.97,14.99,3
Chaunce Pardi,South Dakota,3544,Individual,900016111,Sales Associate I,Edward Loveless,28/02/2022,1108032,Retail,Supplements,Vitamin B-complex - 200 capsules,SP607,N Central West,0,24.1,24.1,1
Dolph Pople,Virginia,4118,Individual,900013649,Senior Sales Representative,John Ashwin,28/02/2022,1108033,Retail,Supplements,Flaxseed Oil 1000mg - 90 capsules,SP304,Central East,0,24.98,12.49,2
Jarrod Ascrofte,California,1276,Individual,900019907,Sales Associate I,Lorrie Ellison,01/03/2022,1108034,Retail,Mineral water,Mineral Water - Natural - 20oz - case,MW102,Southwest,0,25.98,12.99,2
Christiano Tuson,Louisiana,1255,Individual,900019019,Senior Sales Associate,Tiffany Cooper,02/03/2022,1108035,Retail,Fitness,Insulated water bottle - 24oz - Green,FT976,S Central East,0,39.98,19.99,2
Marty Tokley,Maryland,4032,Individual,900018213,Senior Sales Representative,Tony Hendricks,02/03/2022,1108036,Retail,Mineral water,Mineral Water - Natural -  32oz - case,MW202,Central East,0,33.98,16.99,2
Newton Iglesia,Arizona,2046,Individual,900012281,Sales Associate I,Logan Augur,02/12/2022,1108037,Retail,Supplements,Vitamin B-complex - 160 capsules,SP203,S Central West,0,19.52,19.52,1
Dell MacIntosh,District of Columbia,4074,Individual,900019273,Sales Representative,Michelle Howard,02/03/2022,1108038,Retail,Supplements,Multivitamin - 120 capsules,SP303,Central East,0,43.2,21.6,2
Ines Ardling,Texas,4095,Individual,900016320,Sales Associate II,Paul Turner,02/03/2022,1108039,Retail,Supplements,Calcium 400 IU - 200 tablets,SP603,S Central East,0,33.98,16.99,2
